player_id,progressive_passes,total_passes,progressive_pass_pct,final_third_entries,defensive_actions,defensive_actions_per90,total_onball_events,inaccurate_events,dangerous_losses,inaccurate_rate,dangerous_loss_rate
10108,150,513,0.2923976608187134,47,141.0,8.8125,987,296,1,0.2998986828774063,0.0010131712259371
12242,449,624,0.719551282051282,183,81.0,2.341040462427745,1496,248,0,0.1657754010695187,0.0
9206,23,336,0.0684523809523809,16,35.0,1.931330472103004,1076,397,0,0.3689591078066914,0.0
9123,52,409,0.1271393643031785,22,61.0,2.5475638051044087,1594,655,0,0.4109159347553325,0.0
8277,482,2316,0.2081174438687392,285,172.0,5.464172255559477,3388,486,9,0.1434474616292798,0.0026564344746162
11066,128,1174,0.1090289608177172,60,76.0,2.638888888888889,2184,486,1,0.2225274725274725,0.0004578754578754
8317,474,2382,0.198992443324937,254,83.0,3.060221220811143,3256,473,1,0.1452702702702702,0.0003071253071253
8464,306,1584,0.1931818181818181,184,100.0,5.154639175257732,2250,222,1,0.0986666666666666,0.0004444444444444
397178,62,586,0.1058020477815699,30,58.0,2.89196675900277,1327,388,0,0.292388847023361,0.0
7964,529,1991,0.2656956303365143,292,185.0,7.665745856353591,2546,444,2,0.1743912018853103,0.0007855459544383
